airport_code,city_code,airport_name_en,airport_name_ar,airport_name_hi,address,phone,email,website
EKS,"","","","","","",""
ELC,ELC,Elcho Island Airport,"","",,,
ELD,ELD,South Arkansas Regional Airport At Goodwin Field,"","",جنوب ولاية اركنسو الإقليمي في غودين فيلد، 418 إيربورت دي.ار، الدورادو، أركنساس 71730، الولايات المتحدة الأمريكية,(+1) 870-881-4192,NA
ELF,ELF,El Fasher Airport,"","",الفاشر، السودان ,NA,NA
ELG,ELG,El Golea Airport,"","",,,
ELH,ELH,North Eleuthera Airport,"","",شمال إلوثيرا، الباهاما ,(+1) 242-335-1242,NA
ELI,AET,Elim Airport,"","",,,
ELM,ELM,Elmira Corning Regional Airport,"","",276 طريق سينغ سينغ #1، هورسهيدس، نيويورك 14845، الولايات المتحدة الأمريكية,(+1) 607-739-5621,ecra@co.chemung.ny.us
ELP,ELP,El Paso International Airport,"","",طريق 6701 كونفير، إل باسو، تكساس 79925، الولايات المتحدة الأمريكية,(+1) 915-780-4749,NA
ELQ,ELQ,Gassim Airport,"","",,,
ELS,ELS,East London Airport,"","",طريق مطار بابياس، مطار إيست لندن، إيست لندن 5200، جنوب أفريقيا,(+27) 43 706 0304,customercare@airports.co.za
ELU,LOO,Guemar Airport,"","",,,
ELV,"","","","","","",""
EMA,EMA,East Midlands Airport,"","",,,
EMD,EMD,Emerald Airport,"","",الطريق السريع غريغوري، إيميرلد كوينزلاند 4720، أستراليا,(+61) 1300 242 686,skazmi@chrc.qld.gov.au
EMK,EHM,Emmonak Airport,"","",,,
ENA,ENA,Kenai Municipal Airport,"","",305 ن شارع ييلو، كيناي، ألاسكا 99611، الولايات المتحدة الأمريكية,(+1) 907-283-7951,NA
ENE,ENE,Ende H Hasan Aroeboesman Airport,"","",,,
ENF,"","","","","","",""
ENH,ENH,Enshi Airport,"","",,,
ENI,"","","","","","",""
ENU,ENU,Akanu Ibiam International Airport,"","",,,
ENY,ENY,Yanan Airport,"","",,,
EOH,MDE,Enrique Olaya Herrera Airport,"","",كاريرا 66 ب، ميديين، أنتيوكيا، كولومبيا,NA,NA
EOI,"","","","","","",""
EPL,"","","","","","",""
EPR,EPR,Esperance Airport,"","",,,
EQS,EQS,Brigadier Antonio Parodi Airport,"","",,,
ERC,ERC,Erzincan Airport,"","",,,
ERF,ERF,Erfurt-weimar Airport,"","",طريق بينديرسليبينير 100، 99092 إيرفورت، ألمانيا,(+49) 361 6562200,NA
ERG,"","","","","","",""
ERH,ERH,Moulay Ali Cherif Airport,"","",,,
ERI,ERI,Erie International Airport Tom Ridge Field,"","",شارع 4411 دبليو 12، إيري، بنسيلفانيا 16505، الولايات المتحدة الأمريكية,(+1) 814-833-4258,info@erieairport.org
ERL,DAT,Erenhot Saiwusu International Airport,"","",,,
ERS,WDH,Eros Airport,"","",شارع الطيران، ويندهوك، ناميبيا,(+264) 61 295 5500,NA
ERZ,ERZ,Erzurum International Airport,"","",,,
ESB,ANK,Esenboa International Airport,"","",باليكيساش م.اتش. إيسينبوجا هافالاني غيريسي، 06970 أكيورت/ أنقرة، تركيا,(+90) 312 398 0000,info_esb@tav.aero
ESC,ESC,Delta County Airport Esc,"","",3300 طريق المطار، اسكانابا، ميشيغان 49829، الولايات المتحدة الأمريكية,(+1) 906-786-4902,airport@deltacountymi.org
ESD,"","","","","","",""
ESL,"","","","","","",""
ESM,"","","","","","",""
ESU,ESU,Mogador Airport,"","",,,
ETH,ETH,Eilat Airport,"","",إيلات، إسرائيل,(+972) 8-634-0152,NA
ETR,"","","","","","",""
ETZ,ETZ,Metz-nancy-lorraine Airport,"","",طريق دي فينيي، 57420 غوين، فرنسا,(+33) 3 87 56 70 00,NA
EUA,"","","","","","",""
EUG,EUG,Eugene Airport,"","",28801 دوغلاس دي.ار، يوجين، أوريجون 97402، الولايات المتحدة الأمريكية,(+1) 541-682-5544,pwairport@ci.eugene.or.us
EUN,EUN,Hassan I Airport,"","",العيون، الصحراء الغربية ,(+212) 5288-93791,NA
EUX,EUX,Fd Roosevelt Airport,"","",أورانجيستاد، هولندا الكاريبية,NA,NA
EVE,EVE,Harstad-narvik Airport,"","",أفينور، مطار هارستاد / نارفيك إيفينز، 8536 إيفينز، النرويج,(+47) 67 03 41 00,NA
EVG,"","","","","","",""
EVN,EVN,Zvartnots International Airport,"","",يريفان، أرمينيا,(+37410) 493 000,contacts@aia-zvartnots.aero
EVV,EVV,Evansville Regional Airport,"","",7801 باسينغ درايف، ايفانسفيل، إنديانا 47725، الولايات المتحدة الأمريكية,(+1) 812-421-4401,NA
EWB,EWB,New Bedford Regional Airport,"","",1569 طريق المطار، نيو بدفورد، ماساتشوستس 02746، الولايات المتحدة الأمريكية,(+1) 508-991-6161,webmaster@newbedford-ma.gov
EWN,EWN,Coastal Carolina Regional Airport,"","",200 تيرمينال درايف نيو برن، نورث كارولاينا 28562، الولايات المتحدة الأمريكية,(+1) 252-638-8591,ahill@newbernairport.com
EWR,NYC,Newark Liberty International Airport,"","",طريق 3 بروستر ، نيوراك، نيوجرسي 07114، الولايات المتحدة,(+1) 973-961-6000,InspectorGeneral@panynj.gov
EXI,"","","","","","",""
EXT,EXT,Exeter International Airport,"","",إكستر، ديفون ي.اكس 5 2 ب.دي، المملكة المتحدة,(+44) 1392 367 433,NA
EYK,URJ,Beloyarskiy Airport,"","",,,
EYP,EYP,El Yopal Airport,"","",,,
EYW,EYW,Key West International Airport,"","",الجادة 3491 ساوث روزفلت ، كي ويست، فلوريدا 33040، الولايات المتحدة الأمريكية,(+1) 305-809-5200,"reservationdesk3@yahoo.com, reservationdesk5@yahoo.com, reservationdesk2@yahoo.com, reservations7@yahoo.com"
EZE,BUE,Ministro Pistarini International Airport,"","",طريق جنرال السريع. ريكيري كم 33.3، إيزيزا 1802، مقاطعة بوينس آيرس، الأرجنتين,(+5411) 5480-6111,NA
EZS,EZS,Elaz Airport,"","",,,
EZV,SLY,Berezovo Airport,"","",,,
FAC,MVT,Faaite Airport,"","",,,
FAE,FAE,Vagar Airport,"","",,,
FAH,WAG,Farah Airport,"","",,,
FAI,FAI,Fairbanks International Airport,"","",طريق المطار 6450، فيربانكس، ألاسكا 99709، الولايات المتحدة الأمريكية,(+1) 907-474-2500,NA
FAO,FAO,Faro Airport,"","",- دي فارو، 8001-701 فارو، البرتغال,(+35) 121 841 35 00,lisbon.airport@ana.pt
FAR,FAR,Hector International Airport,"","",الجادة 2801 الثانية والثلاثون نورث ويست، فارجو، نورث داكوتا 58102، الولايات المتحدة الأمريكية,(+1) 701-241-8168,NA
FAT,FAT,Fresno Yosemite International Airport,"","",طريق إي 5175 كلينتون ، فريسنو، كاليفورنيا 93727، الولايات المتحدة الأمريكية,(+1) 559-621-4500,Communications@fresno.gov
FAV,REA,Fakarava Airport,"","",,,
FAY,FAY,Fayetteville Regional Airport,"","",400 طريق المطار #1، فايتفيل، نورث كارولاينا 28306، الولايات المتحدة الأمريكية,(+1) 910-433-1160,NA
FBD,FBD,Faizabad Airport,"","",,,
FBM,FBM,Lubumbashi International Airport,"","",,,
FBS,"","","","","","",""
FCA,FCA,Glacier Park International Airport,"","",4170 الطريق السريع 2 إي، كاليسبيل، مونتانا 59901، الولايات المتحدة الأمريكية,(+1) 406-257-5994,NA
FCO,ROM,Leonardo Da Vinci-fiumicino Airport,"","",فيا ديل أيروبورتو، 320، 00054 فيوميتشينو روما، إيطاليا,NA,info@rome-airport.info
FDE,FDE,Bringeland Airport,"","",,,
FDF,FDF,Martinique Aim Csaire International Airport,"","",لو لامونتان، مارتينيك,(+596) 596 42 17 62,contact@martinique.aeroport.fr
FDH,FDH,Friedrichshafen Airport,"","",ا.م فلوغبلاتز 64، 88046 فريدريشسهافن، ألمانيا,(+49) 7541 2840,info@fly-away.de
FEC,"","","","","","",""
FEG,FEG,Fergana International Airport,"","",,,
FEN,FEN,Fernando De Noronha Airport,"","",,,
FEZ,FEZ,Fes-sass Airport,"","",أولاد طيب، المغرب,(+212) 5356-24800,NA
FGI,APW,Fagalii Airport,"","",آبيا ، ساموا,NA,NA
FGU,AAA,Fangatau Airport,"","",,,
FHZ,MVT,Fakahina Airport,"","",,,
FIE,"","","","","","",""
FIH,FIH,Ndjili Airport,"","",كينشاسا، الكونغو [جمهورية الكونغو الديمقراطية],NA,NA
FKB,FKB,Baden Airpark Airport,"","",جادة هاليفاكس B420 (المحطة)، D-77836 رينمونستير,(+49) 7229 662000,info@baden-airpark.de
FKI,"","","","","","",""
FKL,FKL,Venango Regional Airport,"","",1560 طريق المطار، فرانكلين، بنسلفانيا 16323، الولايات المتحدة الأمريكية,(+1) 814-432-5333,obell@co.venango.pa.us
FKQ,"","","","","","",""
FKS,GAJ,Fukushima Airport,"","",,,
FLA,FLA,Gustavo Artunduaga Paredes Airport,"","",,,
FLG,GCN,Flagstaff Pulliam Airport,"","",6200 إس بوليام دي.ار. #204، فلاغستاف، أريزونا 86001، الولايات المتحدة الأمريكية,(+1) 928-556-1234,NA
FLL,FLL,Fort Lauderdale-hollywood International Airport,"","",100 تريمنال دي.ار.، فورت لودرديل، فلوريدا 33315، الولايات المتحدة الأمريكية,(+1) 954-359-1200,NA
FLN,FLN,Herclio Luz International Airport,"","",فلوريانوبوليس - سانتا كأوتارينا، البرازيل,(+48) 3331-4000,NA
FLO,FLO,Florence Regional Airport,"","",2100 تريمنال دي.ار.، فلورنسا، كارولاينا الجنوبية 29506، الولايات المتحدة الأمريكية,(+1) 843-669-5001,NA
FLR,FLR,Florence Airport,"","",فيا ديل تيرميني، 11، 50127 فلورنسا، إيطاليا,(+39) 055 306 1300,infoaeroporto@aeroporto.firenze.it
FLS,FLS,Flinders Island Airport,"","",,,
FLW,FLW,Flores Airport,"","",,,
FLZ,"","","","","","",""
FMA,FMA,Formosa International Airport,"","",توتا ناشيونال 11، 1052 كم، 3600 فورموزا، الأرجنتين,(+54) (0)3717 4 5463,NA
FMI,"","","","","","",""
FMM,FMM,Memmingen Allgau Airport,"","",,,
FMN,FMN,Four Corners Regional Airport,"","",1300 دبليو. شارع نافاجو، فارمينغتون، نيو ميكسيكو 87401، الولايات المتحدة الأمريكية,(+1) 505-599-1395,NA
FMO,FMO,Mnster Osnabrck International Airport,"","",المطار 1، 48268 غريفين، ألمانيا,(+49) 2571 940,NA
FNA,FNA,Lungi International Airport,"","",لونغي، سيراليون,NA,NA
FNC,FNC,Madeira Airport,"","",أنام - للمطارات والملاحة الجوية ماديرا,(+35) 1291 980 120,anam@anam.pt
FNJ,FNJ,Sunan International Airport,"","",,,
FNT,FNT,Bishop International Airport,"","",طريق جي-3425 ويست بريستول ، بلدة فلينت ، ميتشيغان 48507، الولايات المتحدة الأمريكية,(+1) 810-235-6560,info@bishopairport.org
FOA,"","","","","","",""
FOC,FOC,Fuzhou Changle International Airport,"","",زد هانغ تاون، تشانغ، فوتشو،فوجيان، الصين,(+86) 591 2801 3088,NA
FOD,FOD,Fort Dodge Regional Airport,"","",1639 جادة نيلسون # 2، فورت دودج، أيوا 50501، الولايات المتحدة الأمريكية,(+1) 515-573-3881,NA
FOG,FOG,Foggia - Gino Lisa Airport,"","",,,
FON,FON,Arenal Airport,"","",,,
FOR,FOR,Pinto Martins - Fortaleza International Airport,"","",فورتاليزا - سيارا، البرازيل,(+55)85 3392-1200,NA
FPO,FPO,Grand Bahama International Airport,"","",كوينز كوف، فريبورت، جزر البهاما,(+1) 242-352-6020,NA
FRA,FRA,Frankfurt Airport,"","",60547 فرانكفورت، ألمانيا,(+49) 180 6 3724636,"info@fraport.de,ausbauinfo@fraport.de,fundbuero@fraport.de,feedback@fraport.de, travelservice@fraport.de"
FRD,FRD,Friday Harbor Airport,"","",800 طريق فرانكلين، فرايدي هاربور، واشنطن 98250، الولايات المتحدة الأمريكية,(+1) 360-378-4724,"mikea@portfridayharbor.org, gregh@portfridayharbor.org, barbaram@portfridayharbor.org"
FRE,FRE,Fera-maringe Airport,"","",,,
FRO,FRO,Flor Airport,"","",6900 فلورو، النرويج,(+47) 67 03 20 02,NA
FRS,FRS,Mundo Maya International Airport,"","",,,
FRU,FRU,Manas International Airport,"","",طريق مطار ماناس، قيرغيزستان,(+996) 020-609000/6003260,vpmanas@airpor
FRW,FRW,Francistown Airport,"","",,,
FSC,FSC,Figari Sud-corse Airport,"","",,,
FSD,FSD,Sioux Falls Regional Airport,"","",جو فوس فيلد، 2801 جيسي لين، سو فولز، ساوث داكوتا 57104، الولايات المتحدة الأمريكية,(+1) 605.336.0762,airport@sfairport.com
FSM,FSM,Fort Smith Regional Airport,"","",6700 جادة ميكانن، فورت سميث، أركنساس 72903، الولايات المتحدة الأمريكية,(+1) 479-452-7000,NA
FSP,FSP,St Pierre Airport,"","",,,
FSZ,OKI,Mt Fuji Shizuoka Airport,"","",,,
FTA,FTA,Futuna Airport,"","",,,
FTE,FTE,El Calafate Airport,"","",,,
FTU,FTU,Tlanaro Airport,"","",,,
FUE,FUE,Fuerteventura Airport,"","",كاريتيرا ميتوررال، س/ن، 35610 بويرتو ديل روساريو، لاس بالماس، لاس بالماس، أسبانيا,(+34) 902 40 47 04,NA
FUG,KHN,Fuyang Xiguan Airport,"","",,,
FUJ,FUJ,Fukue Airport,"","",,,
FUK,FUK,Fukuoka Airport,"","",778-1 شيموسوي، هاكاتا وارد، فوكوكا، ولاية فوكوكا 812-0003، اليابان,(+81) 92-621-6059,NA
FUN,FUN,Funafuti International Airport,"","",فاياكو، توفالو ,NA,NA
FUO,PZI,Foshan Shadi Airport,"","",,,
FUT,"","","","","","",""
FVM,PBH,Fuvahmulah Airport,"","",,,
FWA,FWA,Fort Wayne International Airport,"","",الطريق3801 ويست فيرغسون ، فورت واين، إنديانا 46809، الولايات المتحدة الأمريكية,(+1) 260-747-4146,NA
FXE,"","","","","","",""
FYJ,"","","","","","",""
FYU,"","","","","","",""
GAE,"","","","","","",""
GAF,"","","","","","",""
GAJ,GAJ,Yamagata Airport,"","",محافظة ياماغاتا 9993776، اليابان,(+81) 76-495-3000,NA
GAL,GAL,Edward G Pitka Sr Airport,"","",900 طريق المطار،غالينا ، ألاسكا 99741، الولايات المتحدة الأمريكية,(+1) 907-656-1236,NA
GAM,GAM,Gambell Airport,"","",,,
GAN,PBH,Gan International Airport,"","",,,
GAO,GAO,Mariana Grajales Airport,"","",غوانتانامو، كوبا ,NA,NA
GAU,GAU,Lokpriya Gopinath Bordoloi International Airport,"","",مدير المطار، هيئة المطارات الهندية، - لوكبريا غوبيناث بوردولوي الدولي، غواهاتي-781015 (أسام),"91-361-2841909,91-361-2841747(R).",apdght@aai.aero
GAX,"","","","","","",""
GAY,GAY,Gaya Airport,"","",برج المراقبة في المطار، هيئة المطارات في الهند، - غايا، غايا - 823004 (بيهار),91-631-2210129,apc_vegy@aai.aero
GBB,NAJ,Gabala International Airport,"","",,,
GBE,GBE,Sir Seretse Khama International Airport,"","",فاكالان، غابورون، بوتسوانا,NA,NA
GBT,GBT,Gorgan Airport,"","",,,
GCC,GCC,Gillette-campbell County Airport,"","",2000 طريق المطار، جيليت، وايومنغ 82716، الولايات المتحدة الأمريكية,(+1) 307-686-1042,NA
GCI,GCI,Guernsey Airport,"","",غابات لافيليازا، GY8 0DS، غيرنسي,(+44) 1481 237766,airport@gov.gg
GCK,GCK,Garden City Regional Airport,"","",2225 طريق ساوث إير سيرفس، جاردن سيتي،كانساس 67846، الولايات المتحدة الأمريكية,(+1) 620-276-1190,rachelle.powell@gardencityks.us
GCM,GCM,Owen Roberts International Airport,"","",روبرتس دي.ار، جورج تاون، جزر كايمان,(+1)-345-943-7070,ciaa@caymanairports.com
GCN,GCN,Grand Canyon National Park Airport,"","",871 طريق ليبيراتور، قرية جراند كانيون، أريزونا 86023، الولايات المتحدة الأمريكية,(+1) 928-638-2446,NA
GCW,TQR,Grand Canyon West Airport,"","",,,
GDE,GDE,Gode Airport,"","",,,
GDL,GDL,Miguel Hidalgo Y Costilla International Airport,"","",كاريتيرا غوادالاخارا - تشابالا كم. 17.5، 45659 تالاخومولكو دي زونيجا، خاليسكو، المكسيك,(+52) 33 3688 5248,NA
GDN,GDN,Gdask Lech Wasa Airport,"","",مطار غدانسك ليش فاليسا، يو.ال سلاواسكيغو 200، 80298 غدانسك,(+48) 58 348 11 54,NA
GDQ,GDQ,Gonder Airport,"","",,,
GDT,GDT,Jags Mccartney International Airport,"","",جزر تركس وكايكوس ,NA,NA
GDV,GDV,Dawson Community Airport,"","",400 طريق المطار، غلينديف، مونتانا 59330، الولايات المتحدة الأمريكية,(+1) 406-989-2054,airport@midrivers.com
GDX,GDX,Sokol Airport,"","",ماغادان أوبلاست، روسيا ,(+7) 413 269-07-77,airport-magadan@mail.ru
GDZ,AAQ,Gelendzhik Airport,"","",,,
GEA,NOU,Nouma Magenta Airport,"","",ماجينتا، نوميا، نيو كاليدونيا,NA,NA
GEG,GEG,Spokane International Airport,"","",طريق المطار الدولي 9000، سبوكان، واشنطن 99224، الولايات المتحدة الأمريكية,(+1) 509 455-6455,info@spokaneairports.net
GEM,"","","","","","",""
GEO,GEO,Cheddi Jagan International Airport,"","",المؤسسة الدولية للطيران شيدي جاغان، تيميهري، إي. بي. دي، غيانا، أمريكا الجنوبية,(+592) 261 2281,NA
GER,"","","","","","",""
GES,GES,Tambler Airport,"","",,,
GET,GET,Geraldton Airport,"","",,,
GEV,GEV,Gllivare Airport,"","",,,
GFF,"","","","","","",""
GFK,GFK,Grand Forks International Airport,"","",871 ليبريتور دي.ار.، قرية جراند كانيون، أريزونا 86023، الولايات المتحدة الأمريكية,(+1) 928-638-2446,NA
GFN,"","","","","","",""
GGG,GGG,East Texas Regional Airport,"","",269 ​​دوار تيرمينال، لونجفيو، تكساس 75603، الولايات المتحدة الأمريكية,(+1) 903-643-3031,NA
GGM,NBO,Kakamega Airport,"","",,,
GGT,GGT,Exuma International Airport,"","",موس تاون، جزر البهاما ,NA,NA
GGW,GGW,Glasgow Airport Us,"","",100 طريق المطار، غلاسكو، مونتانا 59230، الولايات المتحدة الأمريكية,(+1) 406-228-8495,Jacqueline.McCormick@jcdecauxairport.com
GHA,GHA,Noumcrat - Moufdi Zakaria Airport,"","",,,
GHB,GHB,Governors Harbour Airport,"","",الطريق السريع كوينز، ميناء غافرنورز، جزر البهاما,(+1) 242-332-2321,NA
GHT,"","","","","","",""
GIB,GIB,Gibraltar International Airport,"","",طريق بريتيش لينز، جبل طارق,(+350) 200 12345,info@gia.gov.gi
GIG,RIO,Rio De Janeiro-galeo International Airport,"","",جادة 20 دي جانيرو، إس / نو - جزيرة جوفيرنادور، ريو دي جانيرو - ريو دي جانيرو، 21942900، البرازيل,(21) 3398-5050,NA
GIL,GIL,Gilgit Airport,"","",,,
GIS,GIS,Gisborne Airport,"","",,,
GIU,RML,Sigiriya Air Force Base,"","",,,
GIZ,GIZ,Jizan Regional Airport,"","",,,
GJA,GJA,La Laguna Airport,"","",,,
GJL,"","","","","","",""
GJT,GJT,Grand Junction Regional Airport,"","",2828 ووكر فيلد دي.ار.، جراند جنكشن، كولورادو 81506، الولايات المتحدة الأمريكية,(+1) 970-244-9100,NA
GKA,GKA,Goroka Airport,"","",الطريق السريع هايلاند، جوروكا 441، بابوا غينيا الجديدة,(+675) 532 1260,NA
GKK,MLE,Kooddoo Airport,"","",,,
GLA,GLA,Glasgow Airport,"","",بيزلي، رينفروشاير، PA3 2SW، اسكتلندا,(+44) 844 481 5555,NA
GLF,GLF,Golfito Airport,"","",,,
GLH,GLH,Mid Delta Regional Airport,"","",166 الشارع الخامس، غرينفيل، ميسيسيبي 38703، الولايات المتحدة الأمريكية,(+1) 662-334-3121,NA
GLK,GLK,Galcaio Airport,"","",,,
GLN,ILZ,Goulimime Airport,"","",,,
GLO,GLO,Gloucestershire Airport,"","",,,
GLT,GLT,Gladstone Airport,"","",,,
GLV,GAL,Golovin Airport,"","",,,
GLX,"","","","","","",""
GMA,"","","","","","",""
GMB,GMB,Gambella Airport,"","",,,
GME,GME,Gomel Airport,"","",,,
GMO,VBV,Gombe Lawanti International Airport,"","",,,
GMP,SEL,Gimpo International Airport,"","",112، هانيول غيل، جانجسيو غو، سيول، كوريا الجنوبية,(+82) 1661-2626,NA
GMR,GMR,Totegegie Airport,"","",,,
GMZ,FUE,La Gomera Airport,"","",,,
GNA,KGD,Hrodna Airport,"","",,,
GNB,LYS,Grenoble-isre Airport,"","",38590 سانت اتيان دو سانت جويرز، فرنسا ,(+33) 4 76 65 48 48,info@grenoble-airport.com
GND,GND,Maurice Bishop International Airport,"","",طريق موريس بيشوب التذكاري، ترو بلو، غرينادا,(+1473) 444-4555/4155/4101,gaa@mbiagrenada.com
GNS,"","","","","","",""
GNU,"","","","","","",""
GNV,GNV,Gainesville Regional Airport,"","",3880 ن.ي جادة 39، غاينيسفيل، فلوريدا 32609، الولايات المتحدة الأمريكية,(+1) 352-373-0249,NA
GNY,SIC,Anlurfa Gap Airport,"","",,,
GOA,GOA,Genoa Cristoforo Colombo Airport,"","",كريستوفورو كولومبو، I-16154 سيستري بونينتي، جنوة، إيطاليا,(+39) 010 601 5461,info@airport.genova.it
GOH,GOH,Nuuk Airport,"","",أكيسيكاراجوك، نوك 3905، غرينلاند,(+299) 32 60 05,NA
GOI,GOI,Goa International Airport,"","",مدير المطار/ موظف الإعلام، هيئة المطارات الهندية، مطار غوا الدولي، دابوليم-403801 (غوا),91-832-2540806,apdgoa@aai.aero
GOJ,GOJ,Nizhny Novgorod International Airport,"","",المطار، نيجني نوفغورود، روسيا، 603056,(+7) 800 100-03-33,NA
GOM,"","","","","","",""
GOP,GOP,Gorakhpur Airport,"","",المطار قيد التشغيل ، هيئة المطارات في الهند، - جوراخبور، جوراخبور - 273002 (أوتار باراديش),91-551-2273485,oic_vegk@aai.aero
GOQ,GOQ,Golmud Airport,"","",,,
GOT,GOT,Gteborg Landvetter Airport,"","",لاندفيتر 43880 ,(+46)-(0)10-10 93 100,info@landvetterairport.se
GOU,GOU,Garoua International Airport,"","",,,
GOV,GOV,Gove Airport,"","",,,
GPA,GPA,Araxos Airport,"","",,,
GPI,GPI,Juan Casiano Airport,"","",,,
GPS,GPS,Seymour Airport,"","",بالترا، الإكوادور,(+593) 5-252-4756,NA
GPT,GPT,Gulfport-biloxi International Airport,"","",طريق مطار 14035-L، جولفبورت، ميسيسيبي 39503، الولايات المتحدة الأمريكية,(+1) 228-863-5951,gpt@flygpt.com
GRB,GRB,Austin Straubel International Airport,"","",طريق المطار 2077 ،غرين باي، ويسكونسون 54313، الولايات المتحدة الأمريكية,(+1) 920-498-4800,NA
GRI,GRI,Central Nebraska Regional Airport,"","",3743 طريق سكاي بارك، غراند أيلاند، نبراسكا 68801، الولايات المتحدة الأمريكية,(+1) 800-558-1664,NA
GRJ,GRJ,George Airport,"","",جادة فورموزا، مطار جورج، جورج 6530، جنوب أفريقيا,(+27) 86 727 7888,NA
GRK,ILE,Killeen-fort Hood Regional Airport,"","",8101 إس طريق كلير كريك، كيلين، تكساس 76549، الولايات المتحدة الأمريكية,(+1) 254-501-6100,airport@killeentexas.gov
GRO,GRO,Girona-costa Brava Airport,"","",17185 جادة دي أونيار (جيرونا),(+34) 91 321 10 00,gironainfo@aena.es
GRQ,GRQ,Groningen Airport Eelde,"","",ماشلان 14أ، 9761 KT إيلدا، هولندا,(+31) 50 308 0850,NA
GRR,GRR,Gerald R Ford International Airport,"","",شارع 5500 الرابع والأربعون ساوث إيست ، غراند رابيدز، ميتشيغان 49512، الولايات المتحدة الأمريكية,(+1) 616-233-6000,gfiainfo@grr.org
GRU,SAO,So Paulo-guarulhos International Airport,"","",طريق هيليو شميدت السريع. كومبيكا، ساو باولو، 07190100، البرازيل,(+55) 11 2445-2945,NA
GRV,GRV,Grozny North Airport,"","",,,
GRW,GRW,Graciosa Airport,"","",,,
GRX,GRX,Federico Garca Lorca Airport,"","",كيريتيرا أنتيغا دي ميليغا، 18329 تشوتشاينا، غرناطة، غرناطة، إسبانيا,(+34) 902 40 47 04,NA
GRZ,GRZ,Graz Airport,"","",- غراتس، شركة إم.بي.إتش،A-8073 فيلدكيرتشين ، النمسا.,(+43) (0)316 2902114,info@flughafen-graz.at
GSM,GSM,Gheshm Airport,"","",,,
GSO,GSO,Piedmont Triad International Airport,"","",الطريق السريع 1000 تيد جونسون إيه ، جرينسبورو، نورث كارولاينا 27409، الولايات المتحدة الأمريكية,(+1) 336-665-5600,NA
GSP,GSP,Greenville-spartanburg International Airport,"","",2000 جي.اس.بي درايف ، ساوث كارولاينا 29651، الولايات المتحدة الأمريكية,(+1) 864-877-7426,NA
GST,GST,Gustavus Airport,"","",,,
GTE,GTE,Groote Eylandt Airport,"","",,,
GTF,GTF,Great Falls International Airport,"","",2800 تريمنال دي.ار.، غريت فولز، مونتانا 59404، الولايات المتحدة الأمريكية,(+1) 406-727-3404,gtfintairport@gtfairport.com
GTO,GTO,Jalaluddin Airport,"","",,,
GTR,GTR,Golden Triangle Regional Airport,"","",,,
GUA,GUA,La Aurora International Airport,"","",9 جادة 14-75، زونا 1،غواتيمالا سيتي 01013، غواتيمالا,(+502) 2260 6257,NA
GUC,GUC,Gunnison-crested Butte Regional Airport,"","",711 جادة ريو غراندي، غنيسن، كولورادو 81230، الولايات المتحدة الأمريكية,(+1) 970-641-2304,NA
GUM,GUM,Antonio B Won Pat International Airport,"","",355 تشالان باساهيرو B224-A، تاموننغ، 96913، غوام,(+1) 671-646-0300,NA
GUR,GKA,Gurney Airport,"","",,,
GUW,GUW,Atyrau Airport,"","",,,
GVA,GVA,Geneva International Airport,"","",الطريق المطار 21، 1218 غراند ساكونيكس، سويسرا,(+43) 41 22 717 71 1,NA
GVR,"","","","","","",""
GWD,GWD,Gwadar International Airport,"","",جوادار، الباكستان,(+92) 86 4315046,NA
GWL,GWL,Gwalior Airport,"","",مدير المطار، هيئة المطارات في الهند، محطة راجماتا فيجاي راجي سينديا الجوية، ماهاراجبورا ، جواليور-474020 (ماديا باراديش),91-751-2473880,apc_vigr@aai.aero
GWT,GWT,Westerland Sylt Airport,"","",,,
GXF,GXF,Sayun International Airport,"","",,,
GXH,"","","","","","",""
GYA,SRZ,Capitn De Av Emilio Beltrn Airport,"","",,,
GYD,GYD,Heydar Aliyev International Airport,"","",,,
GYE,GYE,Jos Joaqun De Olmedo International Airport,"","",جادة دي لاس أميريكنز، غواياكيل، إكوادور,(+593) 4-216-9000,NA
GYG,"","","","","","",""
GYL,"","","","","","",""
GYN,GYN,Santa Genoveva Airport,"","",,,
GYS,GYS,Guangyuan Airport,"","",,,
GYU,GOQ,Guyuan Liupanshan Airport,"","",,,
GZO,GZO,Nusatupe Airport,"","",,,
GZP,SAW,Gazipaa Airport,"","",,,
GZT,GZT,Gaziantep International Airport,"","",,,
HAA,HAA,Hasvik Airport,"","",,,
HAC,"","","","","","",""
HAD,HAD,Halmstad City Airport,"","",ثري فالنتينز رود 12، S-302 41 هالمستاد,(+46) 35 18 26 00,halmstadcityairport@halmstad.se
HAH,HAH,Prince Said Ibrahim International Airport,"","",,,
HAJ,HAJ,Hannover Airport,"","",طريق المطار 4، 30855 انغينهاغين، ألمانيا,(+49) 511 9770,info@hannover-airport.de
HAK,HAK,Haikou Meilan International Airport,"","",هايكو مقاطعة هاينان، الصين,(+86) 898 6576 0114,NA
HAM,HAM,Hamburg Airport,"","",شارع المطار. 3-1، 22335 هامبورج ، ألمانيا,(+49) 40 50750,NA
HAN,HAN,Noi Bai International Airport,"","",كوانغ تيان، سوك سون، هانوي، فيتنام,NA,NA
HAQ,HAQ,Hanimaadhoo Airport,"","",,,
HAS,HAS,Hail Airport,"","",,,
HAU,HAU,Haugesund Airport,"","",آفنور، هاوغيسند ليفتافين، كارموي، 4262 هاوجيسوند، النرويج,(+47) 67 03 10 10,NA
